SalesOrderNumber,OrderDate,Year,Quarter,YearQuarter,Month,ProductKey,Category,Subcategory,ModelName,Color,CustomerKey,CustomerName,Gender,AgeGroup,Education,Region,SalespersonID,SalespersonName,SupervisorName,SalesReasonName,SalesReasonType,Quantity,UnitPrice,UnitCost,SalesAmount,TotalCost,Profit,ShippingDays
SO64129,2008-02-14,2008,Q1,2008-Q1,2,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,12280,Theresa Alvarez,F,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,1,1267.5,845,1267.5,845,422.5,7
SO64129,2008-02-14,2008,Q1,2008-Q1,2,477,Accessories,Bottles and Cages,Water Bottle,,12280,Theresa Alvarez,F,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,1,1260.0,840,1260.0,840,420.0,7
SO64129,2008-02-14,2008,Q1,2008-Q1,2,220,Accessories,Helmets,Sport-100,Blue,12280,Theresa Alvarez,F,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,5,82.5,55,412.5,275,137.5,7
SO64130,2008-02-14,2008,Q1,2008-Q1,2,229,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,28594,Sydney Cooper,F,45 - 54,Partial High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,5,120.0,80,600.0,400,200.0,7
SO64131,2008-02-14,2008,Q1,2008-Q1,2,226,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,11619,Sierra Young,F,35 - 44,Graduate Degree,Canada,6,Kayan Walters,Rudi Chung,Price,Other,15,112.5,75,1687.5,1125,562.5,7
SO64132,2008-02-14,2008,Q1,2008-Q1,2,530,Accessories,Tires and Tubes,Touring Tire Tube,,28242,Madison Butler,F,35 - 44,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,45,1657.5,1105,74587.5,49725,24862.5,7
SO64132,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,28242,Madison Butler,F,35 - 44,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,1282.5,855,3847.5,2565,1282.5,7
SO64133,2008-02-14,2008,Q1,2008-Q1,2,541,Accessories,Tires and Tubes,Touring Tire,,27018,Blake Price,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,30,1740.0,1160,52200.0,34800,17400.0,7
SO64133,2008-02-14,2008,Q1,2008-Q1,2,530,Accessories,Tires and Tubes,Touring Tire Tube,,27018,Blake Price,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,1,1657.5,1105,1657.5,1105,552.5,7
SO64134,2008-02-14,2008,Q1,2008-Q1,2,535,Accessories,Tires and Tubes,LL Mountain Tire,,11711,Daniel Davis,M,45 - 54,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,2,1695.0,1130,3390.0,2260,1130.0,7
SO64134,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,11711,Daniel Davis,M,45 - 54,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,6,1642.5,1095,9855.0,6570,3285.0,7
SO64134,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,11711,Daniel Davis,M,45 - 54,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,70,1282.5,855,89775.0,59850,29925.0,7
SO64135,2008-02-14,2008,Q1,2008-Q1,2,536,Accessories,Tires and Tubes,ML Mountain Tire,,23201,Alyssa Butler,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Television Advertisement,Marketing,10,1702.5,1135,17025.0,11350,5675.0,7
SO64136,2008-02-14,2008,Q1,2008-Q1,2,477,Accessories,Bottles and Cages,Water Bottle,,21938,Savannah Hall,F,45 - 54,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,10,1260.0,840,12600.0,8400,4200.0,7
SO64136,2008-02-14,2008,Q1,2008-Q1,2,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,21938,Savannah Hall,F,45 - 54,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,70,1267.5,845,88725.0,59150,29575.0,7
SO64137,2008-02-14,2008,Q1,2008-Q1,2,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,21338,Victoria Price,F,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,10,1267.5,845,12675.0,8450,4225.0,7
SO64137,2008-02-14,2008,Q1,2008-Q1,2,477,Accessories,Bottles and Cages,Water Bottle,,21338,Victoria Price,F,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,70,1260.0,840,88200.0,58800,29400.0,7
SO64137,2008-02-14,2008,Q1,2008-Q1,2,481,Clothing,Socks,Racing Socks,White,21338,Victoria Price,F,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,28,1290.0,860,36120.0,24080,12040.0,7
SO64138,2008-02-14,2008,Q1,2008-Q1,2,223,Clothing,Caps,Cycling Cap,Multi,29323,Andrea Cooper,F,25 - 34,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,42,105.0,70,4410.0,2940,1470.0,7
SO64138,2008-02-14,2008,Q1,2008-Q1,2,476,Clothing,Shorts,Women's Mountain Shorts,Black,29323,Andrea Cooper,F,25 - 34,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,14,1252.5,835,17535.0,11690,5845.0,7
SO64139,2008-02-14,2008,Q1,2008-Q1,2,475,Clothing,Shorts,Women's Mountain Shorts,Black,19686,Charles Hernandez,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,42,1245.0,830,52290.0,34860,17430.0,7
SO64140,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,15326,Todd Zheng,M,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,56,1642.5,1095,91980.0,61320,30660.0,7
SO64140,2008-02-14,2008,Q1,2008-Q1,2,486,Accessories,Bike Stands,All-Purpose Bike Stand,,15326,Todd Zheng,M,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,42,1327.5,885,55755.0,37170,18585.0,7
SO64140,2008-02-14,2008,Q1,2008-Q1,2,223,Clothing,Caps,Cycling Cap,Multi,15326,Todd Zheng,M,55 - 64,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,28,105.0,70,2940.0,1960,980.0,7
SO64141,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,16359,Shelby Richardson,F,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,42,1642.5,1095,68985.0,45990,22995.0,7
SO64141,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,16359,Shelby Richardson,F,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,28,1282.5,855,35910.0,23940,11970.0,7
SO64142,2008-02-14,2008,Q1,2008-Q1,2,535,Accessories,Tires and Tubes,LL Mountain Tire,,16457,Kathleen Martin,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,14,1695.0,1130,23730.0,15820,7910.0,7
SO64142,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,16457,Kathleen Martin,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,42,1642.5,1095,68985.0,45990,22995.0,7
SO64142,2008-02-14,2008,Q1,2008-Q1,2,483,Accessories,Bike Racks,Hitch Rack - 4-Bike,,16457,Kathleen Martin,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,28,1305.0,870,36540.0,24360,12180.0,7
SO64143,2008-02-14,2008,Q1,2008-Q1,2,535,Accessories,Tires and Tubes,LL Mountain Tire,,17832,Cameron Sharma,M,45 - 54,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,28,1695.0,1130,47460.0,31640,15820.0,7
SO64144,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,20599,Kyle Wang,M,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,14,1642.5,1095,22995.0,15330,7665.0,7
SO64144,2008-02-14,2008,Q1,2008-Q1,2,535,Accessories,Tires and Tubes,LL Mountain Tire,,20599,Kyle Wang,M,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,28,1695.0,1130,47460.0,31640,15820.0,7
SO64144,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,20599,Kyle Wang,M,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,15,1282.5,855,19237.5,12825,6412.5,7
SO64145,2008-02-14,2008,Q1,2008-Q1,2,491,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,29405,Meagan Vance,F,25 - 34,High School,France,7,King Landry,Benn Pitt,Television Advertisement,Marketing,30,1365.0,910,40950.0,27300,13650.0,7
SO64146,2008-02-14,2008,Q1,2008-Q1,2,536,Accessories,Tires and Tubes,ML Mountain Tire,,20907,Terrence Shan,M,35 - 44,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,30,1702.5,1135,51075.0,34050,17025.0,7
SO64146,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,20907,Terrence Shan,M,35 - 44,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,30,1282.5,855,38475.0,25650,12825.0,7
SO64147,2008-02-14,2008,Q1,2008-Q1,2,529,Accessories,Tires and Tubes,Road Tire Tube,,21005,Barbara Zhu,F,45 - 54,High School,France,7,King Landry,Benn Pitt,Price,Other,60,1650.0,1100,99000.0,66000,33000.0,7
SO64147,2008-02-14,2008,Q1,2008-Q1,2,538,Accessories,Tires and Tubes,LL Road Tire,,21005,Barbara Zhu,F,45 - 54,High School,France,7,King Landry,Benn Pitt,Price,Other,30,1717.5,1145,51525.0,34350,17175.0,7
SO64148,2008-02-14,2008,Q1,2008-Q1,2,529,Accessories,Tires and Tubes,Road Tire Tube,,23634,Ernest Li,M,55 - 64,High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,2,1650.0,1100,3300.0,2200,1100.0,7
SO64149,2008-02-14,2008,Q1,2008-Q1,2,530,Accessories,Tires and Tubes,Touring Tire Tube,,16386,Philip Moyer,M,35 - 44,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,3,1657.5,1105,4972.5,3315,1657.5,7
SO64149,2008-02-14,2008,Q1,2008-Q1,2,215,Accessories,Helmets,Sport-100,Black,16386,Philip Moyer,M,35 - 44,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,1,75.0,50,75.0,50,25.0,7
SO64150,2008-02-14,2008,Q1,2008-Q1,2,530,Accessories,Tires and Tubes,Touring Tire Tube,,25663,Masato Kawai,M,25 - 34,Partial College,France,7,King Landry,Benn Pitt,Price,Other,2,1657.5,1105,3315.0,2210,1105.0,7
SO64150,2008-02-14,2008,Q1,2008-Q1,2,487,Accessories,Hydration Packs,Hydration Pack,Silver,25663,Masato Kawai,M,25 - 34,Partial College,France,7,King Landry,Benn Pitt,Price,Other,4,1335.0,890,5340.0,3560,1780.0,7
SO64150,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,25663,Masato Kawai,M,25 - 34,Partial College,France,7,King Landry,Benn Pitt,Price,Other,2,67.5,45,135.0,90,45.0,7
SO64151,2008-02-14,2008,Q1,2008-Q1,2,537,Accessories,Tires and Tubes,HL Mountain Tire,,12100,Jon Sun,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,1,1710.0,1140,1710.0,1140,570.0,7
SO64151,2008-02-14,2008,Q1,2008-Q1,2,473,Clothing,Vests,Classic Vest,Blue,12100,Jon Sun,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,1,1230.0,820,1230.0,820,410.0,7
SO64151,2008-02-14,2008,Q1,2008-Q1,2,485,Accessories,Fenders,Fender Set - Mountain,,12100,Jon Sun,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,1,1320.0,880,1320.0,880,440.0,7
SO64152,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,12413,James Gonzales,M,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,1642.5,1095,39420.0,26280,13140.0,7
SO64152,2008-02-14,2008,Q1,2008-Q1,2,537,Accessories,Tires and Tubes,HL Mountain Tire,,12413,James Gonzales,M,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,1710.0,1140,41040.0,27360,13680.0,7
SO64152,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,12413,James Gonzales,M,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,1282.5,855,30780.0,20520,10260.0,7
SO64153,2008-02-14,2008,Q1,2008-Q1,2,485,Accessories,Fenders,Fender Set - Mountain,,12952,Jennifer Hughes,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,24,1320.0,880,31680.0,21120,10560.0,7
SO64153,2008-02-14,2008,Q1,2008-Q1,2,477,Accessories,Bottles and Cages,Water Bottle,,12952,Jennifer Hughes,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,24,1260.0,840,30240.0,20160,10080.0,7
SO64153,2008-02-14,2008,Q1,2008-Q1,2,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,12952,Jennifer Hughes,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,96,1267.5,845,121680.0,81120,40560.0,7
SO64154,2008-02-14,2008,Q1,2008-Q1,2,587,Bikes,Mountain Bikes,Mountain-400-W,Silver,14727,Anna Bryant,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,2085.0,1390,50040.0,33360,16680.0,7
SO64154,2008-02-14,2008,Q1,2008-Q1,2,476,Clothing,Shorts,Women's Mountain Shorts,Black,14727,Anna Bryant,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,1252.5,835,30060.0,20040,10020.0,7
SO64154,2008-02-14,2008,Q1,2008-Q1,2,466,Clothing,Gloves,Half-Finger Gloves,Black,14727,Anna Bryant,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,40,1185.0,790,47400.0,31600,15800.0,7
SO64155,2008-02-14,2008,Q1,2008-Q1,2,358,Bikes,Mountain Bikes,Mountain-200,Black,15493,Eric Chen,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,10,600.0,400,6000.0,4000,2000.0,7
SO64155,2008-02-14,2008,Q1,2008-Q1,2,485,Accessories,Fenders,Fender Set - Mountain,,15493,Eric Chen,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,150,1320.0,880,198000.0,132000,66000.0,7
SO64156,2008-02-14,2008,Q1,2008-Q1,2,362,Bikes,Mountain Bikes,Mountain-200,Black,16987,Miguel Clark,M,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,10,615.0,410,6150.0,4100,2050.0,7
SO64156,2008-02-14,2008,Q1,2008-Q1,2,483,Accessories,Bike Racks,Hitch Rack - 4-Bike,,16987,Miguel Clark,M,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,100,1305.0,870,130500.0,87000,43500.0,7
SO64157,2008-02-14,2008,Q1,2008-Q1,2,356,Bikes,Mountain Bikes,Mountain-200,Silver,15379,Amanda Griffin,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,10,592.5,395,5925.0,3950,1975.0,7
SO64157,2008-02-14,2008,Q1,2008-Q1,2,485,Accessories,Fenders,Fender Set - Mountain,,15379,Amanda Griffin,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,100,1320.0,880,132000.0,88000,44000.0,7
SO64157,2008-02-14,2008,Q1,2008-Q1,2,215,Accessories,Helmets,Sport-100,Black,15379,Amanda Griffin,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,48,75.0,50,3600.0,2400,1200.0,7
SO64157,2008-02-14,2008,Q1,2008-Q1,2,466,Clothing,Gloves,Half-Finger Gloves,Black,15379,Amanda Griffin,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,76,1185.0,790,90060.0,60040,30020.0,7
SO64158,2008-02-14,2008,Q1,2008-Q1,2,362,Bikes,Mountain Bikes,Mountain-200,Black,15398,Jose Wang,M,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,12,615.0,410,7380.0,4920,2460.0,7
SO64158,2008-02-14,2008,Q1,2008-Q1,2,487,Accessories,Hydration Packs,Hydration Pack,Silver,15398,Jose Wang,M,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,14,1335.0,890,18690.0,12460,6230.0,7
SO64159,2008-02-14,2008,Q1,2008-Q1,2,569,Bikes,Touring Bikes,Touring-3000,Yellow,15051,Harold McDonald,M,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,42,1950.0,1300,81900.0,54600,27300.0,7
SO64159,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,15051,Harold McDonald,M,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,70,67.5,45,4725.0,3150,1575.0,7
SO64160,2008-02-14,2008,Q1,2008-Q1,2,579,Bikes,Touring Bikes,Touring-2000,Blue,19339,Lance Gomez,M,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Price,Other,6,2025.0,1350,12150.0,8100,4050.0,7
SO64160,2008-02-14,2008,Q1,2008-Q1,2,235,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,19339,Lance Gomez,M,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Price,Other,14,135.0,90,1890.0,1260,630.0,7
SO64161,2008-02-14,2008,Q1,2008-Q1,2,575,Bikes,Touring Bikes,Touring-1000,Blue,17220,Glenn Wang,M,55 - 64,High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,28,1995.0,1330,55860.0,37240,18620.0,7
SO64161,2008-02-14,2008,Q1,2008-Q1,2,479,Accessories,Bottles and Cages,Road Bottle Cage,,17220,Glenn Wang,M,55 - 64,High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,28,1275.0,850,35700.0,23800,11900.0,7
SO64162,2008-02-14,2008,Q1,2008-Q1,2,584,Bikes,Road Bikes,Road-750,Black,24159,Christine Luo,F,25 - 34,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,2,2062.5,1375,4125.0,2750,1375.0,7
SO64162,2008-02-14,2008,Q1,2008-Q1,2,215,Accessories,Helmets,Sport-100,Black,24159,Christine Luo,F,25 - 34,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,4,75.0,50,300.0,200,100.0,7
SO64163,2008-02-14,2008,Q1,2008-Q1,2,604,Bikes,Road Bikes,Road-750,Black,24165,Gilbert Gao,M,25 - 34,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,108,2212.5,1475,238950.0,159300,79650.0,7
SO64163,2008-02-14,2008,Q1,2008-Q1,2,472,Clothing,Vests,Classic Vest,Blue,24165,Gilbert Gao,M,25 - 34,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,1222.5,815,7335.0,4890,2445.0,7
SO64164,2008-02-14,2008,Q1,2008-Q1,2,385,Bikes,Road Bikes,Road-550-W,Yellow,25819,Carlos Morgan,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,727.5,485,4365.0,2910,1455.0,7
SO64164,2008-02-14,2008,Q1,2008-Q1,2,489,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,25819,Carlos Morgan,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,1350.0,900,8100.0,5400,2700.0,7
SO64165,2008-02-14,2008,Q1,2008-Q1,2,360,Bikes,Mountain Bikes,Mountain-200,Black,11993,Rosa Wang,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,20,607.5,405,12150.0,8100,4050.0,7
SO64165,2008-02-14,2008,Q1,2008-Q1,2,537,Accessories,Tires and Tubes,HL Mountain Tire,,11993,Rosa Wang,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,12,1710.0,1140,20520.0,13680,6840.0,7
SO64165,2008-02-14,2008,Q1,2008-Q1,2,528,Accessories,Tires and Tubes,Mountain Tire Tube,,11993,Rosa Wang,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,24,1642.5,1095,39420.0,26280,13140.0,7
SO64165,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,11993,Rosa Wang,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,4,1282.5,855,5130.0,3420,1710.0,7
SO64166,2008-02-14,2008,Q1,2008-Q1,2,352,Bikes,Mountain Bikes,Mountain-200,Silver,14047,Linda Alvarez,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,24,577.5,385,13860.0,9240,4620.0,7
SO64166,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,14047,Linda Alvarez,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,4,1282.5,855,5130.0,3420,1710.0,7
SO64167,2008-02-14,2008,Q1,2008-Q1,2,604,Bikes,Road Bikes,Road-750,Black,23015,Juan Rivera,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,2212.5,1475,26550.0,17700,8850.0,7
SO64167,2008-02-14,2008,Q1,2008-Q1,2,538,Accessories,Tires and Tubes,LL Road Tire,,23015,Juan Rivera,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,24,1717.5,1145,41220.0,27480,13740.0,7
SO64167,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,23015,Juan Rivera,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,4,1282.5,855,5130.0,3420,1710.0,7
SO64168,2008-02-14,2008,Q1,2008-Q1,2,604,Bikes,Road Bikes,Road-750,Black,23017,Alison Rai,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,12,2212.5,1475,26550.0,17700,8850.0,7
SO64168,2008-02-14,2008,Q1,2008-Q1,2,538,Accessories,Tires and Tubes,LL Road Tire,,23017,Alison Rai,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,48,1717.5,1145,82440.0,54960,27480.0,7
SO64168,2008-02-14,2008,Q1,2008-Q1,2,480,Accessories,Tires and Tubes,Patch kit,,23017,Alison Rai,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,48,1282.5,855,61560.0,41040,20520.0,7
SO64169,2008-02-14,2008,Q1,2008-Q1,2,387,Bikes,Road Bikes,Road-550-W,Yellow,20678,Martha Lin,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,96,735.0,490,70560.0,47040,23520.0,7
SO64169,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,20678,Martha Lin,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,96,67.5,45,6480.0,4320,2160.0,7
SO64170,2008-02-14,2008,Q1,2008-Q1,2,389,Bikes,Road Bikes,Road-550-W,Yellow,20647,Jared Bailey,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,192,742.5,495,142560.0,95040,47520.0,7
SO64170,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,20647,Jared Bailey,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,48,67.5,45,3240.0,2160,1080.0,7
SO64171,2008-02-14,2008,Q1,2008-Q1,2,581,Bikes,Road Bikes,Road-350-W,Yellow,17596,Adrienne Vazquez,F,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,96,2040.0,1360,195840.0,130560,65280.0,7
SO64171,2008-02-14,2008,Q1,2008-Q1,2,235,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,17596,Adrienne Vazquez,F,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,48,135.0,90,6480.0,4320,2160.0,7
SO64172,2008-02-14,2008,Q1,2008-Q1,2,582,Bikes,Road Bikes,Road-350-W,Yellow,17572,Lucas Edwards,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,192,2047.5,1365,393120.0,262080,131040.0,7
SO64172,2008-02-14,2008,Q1,2008-Q1,2,220,Accessories,Helmets,Sport-100,Blue,17572,Lucas Edwards,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,6,82.5,55,495.0,330,165.0,7
SO64173,2008-02-14,2008,Q1,2008-Q1,2,582,Bikes,Road Bikes,Road-350-W,Yellow,17573,Caroline Ross,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,6,2047.5,1365,12285.0,8190,4095.0,7
SO64173,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,17573,Caroline Ross,F,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Review,Other,6,67.5,45,405.0,270,135.0,7
SO64174,2008-02-14,2008,Q1,2008-Q1,2,385,Bikes,Road Bikes,Road-550-W,Yellow,24187,Daisy Serrano,F,45 - 54,Graduate Degree,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,6,727.5,485,4365.0,2910,1455.0,7
SO64174,2008-02-14,2008,Q1,2008-Q1,2,212,Accessories,Helmets,Sport-100,Red,24187,Daisy Serrano,F,45 - 54,Graduate Degree,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,6,67.5,45,405.0,270,135.0,7
SO64175,2008-02-14,2008,Q1,2008-Q1,2,584,Bikes,Road Bikes,Road-750,Black,13260,James Flores,M,45 - 54,Partial College,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,6,2062.5,1375,12375.0,8250,4125.0,7
SO64176,2008-02-14,2008,Q1,2008-Q1,2,565,Bikes,Touring Bikes,Touring-3000,Blue,14101,Franklin Lal,M,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,6,1920.0,1280,11520.0,7680,3840.0,7
SO64176,2008-02-14,2008,Q1,2008-Q1,2,477,Accessories,Bottles and Cages,Water Bottle,,14101,Franklin Lal,M,65+,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,12,1260.0,840,15120.0,10080,5040.0,7
